Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_020928876.1;XP_020928875.1;XP_001927084.1	XP_020928876.1;XP_020928875.1;XP_001927084.1	XP_020928876.1 programmed cell death protein 4 [Sus scrofa];XP_020928875.1 programmed cell death protein 4 [Sus scrofa];XP_001927084.1 programmed cell death protein 4 [Sus scrofa]	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16227000	0	0	NA	NA	NA	PDCD4	PDCD4;PDCD4;PDCD4;NA;NA	negative regulation of cytokine production involved in inflammatory response;positive regulation of NIK/NF-kappaB signaling;positive regulation of endothelial cell apoptotic process;BMP signaling pathway;epithelial to mesenchymal transition involved in cardiac fibroblast development;negative regulation of vascular smooth muscle cell proliferation;negative regulation of vascular smooth muscle cell differentiation;negative regulation of transcription, DNA-templated;cellular response to lipopolysaccharide;cell aging;positive regulation of vascular associated smooth muscle cell apoptotic process;negative regulation of myofibroblast differentiation;apoptotic process;negative regulation of apoptotic process;positive regulation of inflammatory response;interleukin-12-mediated signaling pathway;negative regulation of JUN kinase activity;negative regulation of cell cycle	GO:190001; GO:190122; GO:200035; GO:003050; GO:006094; GO:190470; GO:190506; GO:004589; GO:007122; GO:000756; GO:190546; GO:190476; GO:000691; GO:004306; GO:005072; GO:003572; GO:004350; GO:004578	nucleus;cytoplasm;cytosol	GO:000563; GO:000573; GO:000582	 MicroRNAs in cancer; Proteoglycans in cancer	hsa0520; hsa0520	protein binding;RNA binding	GO:000551; GO:000372
XP_020929094.1;XP_001927093.2;XP_020929095.1	XP_020929094.1;XP_001927093.2;XP_020929095.1	XP_020929094.1 methionine synthase isoform X2 [Sus scrofa];XP_001927093.2 methionine synthase isoform X1 [Sus scrofa];XP_020929095.1 methionine synthase isoform X3 [Sus scrofa]	12	12	12	0	0	15526000	0	0	0	0	0	21108000	0	0	0	0	0	0	0	0	0	NA	NA	NA	MTR	MTR;MTR;MTR;NA;NA	response to axon injury;axon regeneration;cellular response to nitric oxide;cobalamin metabolic process;methylation;methionine biosynthetic process;pteridine-containing compound metabolic process;nervous system development	GO:004867; GO:003110; GO:007173; GO:000923; GO:003225; GO:000908; GO:004255; GO:000739	cytosol	GO:000582	 Cysteine and methionine metabolism; Metabolic pathways; Selenocompound metabolism; One carbon pool by folate; Biosynthesis of amino acids	hsa0027; hsa0110; hsa0045; hsa0067; hsa0123	protein binding;zinc ion binding;methionine synthase activity;cobalamin binding	GO:000551; GO:000827; GO:000870; GO:003141
XP_005656508.1;XP_001927117.4	XP_005656508.1;XP_001927117.4	XP_005656508.1 legumain [Sus scrofa];XP_001927117.4 legumain [Sus scrofa]	5	5	5	0	32790000	40119000	60940000	37937000	74267000	32091000	31198000	23123000	34618000	27560000	0	54632000	45716000	43253000	31580000	49001000	52030000	NA	NA	NA	LGMN	LGMN;LGMN;NA;NA;NA	positive regulation of cell proliferation;antigen processing and presentation of exogenous peptide antigen via MHC class II;dendritic spine organization;proteolysis;vacuolar protein processing;memory;receptor catabolic process;positive regulation of mitotic cell cycle;positive regulation of long-term synaptic potentiation;negative regulation of ERBB signaling pathway;positive regulation of endothelial cell chemotaxis;negative regulation of gene expression;associative learning;negative regulation of neuron apoptotic process;cellular response to beta-amyloid;response to acidic pH;positive regulation of monocyte chemotaxis;activation of cysteine-type endopeptidase activity;renal system process;cellular response to calcium ion;self proteolysis;cellular response to hepatocyte growth factor stimulus;negative regulation of multicellular organism growth;vitamin D metabolic process;proteolysis involved in cellular protein catabolic process	GO:000828; GO:001988; GO:009706; GO:000650; GO:000662; GO:000761; GO:003280; GO:004593; GO:190027; GO:190118; GO:200102; GO:001062; GO:000830; GO:004352; GO:190464; GO:001044; GO:009002; GO:009720; GO:000301; GO:007127; GO:009726; GO:003572; GO:004001; GO:004235; GO:005160	endolysosome lumen;lysosomal lumen;lysosome;late endosome;perinuclear region of cytoplasm;extracellular region;cytoplasm;apical part of cell;extracellular exosome	GO:003602; GO:004320; GO:000576; GO:000577; GO:004847; GO:000557; GO:000573; GO:004517; GO:007006	 Lysosome; Antigen processing and presentation	hsa0414; hsa0461	cysteine-type endopeptidase activity;peptidase activity;tau protein binding	GO:000419; GO:000823; GO:004815
XP_005657341.2;XP_020928516.1;XP_001927120.1	XP_005657341.2;XP_020928516.1;XP_001927120.1	XP_005657341.2 carbonyl reductase family member 4 isoform X3 [Sus scrofa];XP_020928516.1 carbonyl reductase family member 4 isoform X2 [Sus scrofa];XP_001927120.1 carbonyl reductase family member 4 isoform X1 [Sus scrofa]	3	3	3	0	0	0	0	4997400	0	5947400	0	9744900	0	4467100	0	0	0	0	0	0	0	NA	NA	NA	CBR4	CBR4;CBR4;CBR4;NA;NA	doxorubicin metabolic process;protein homotetramerization;daunorubicin metabolic process;protein heterotetramerization;oxidation-reduction process;fatty acid biosynthetic process	GO:004459; GO:005128; GO:004459; GO:005129; GO:005511; GO:000663	mitochondrial matrix;oxidoreductase complex	GO:000575; GO:199020	"NA"	"NA"	protein binding;NAD(P)H dehydrogenase (quinone) activity;NADPH dehydrogenase (quinone) activity;quinone binding;3-oxoacyl-[acyl-carrier-protein;NADPH binding	GO:000551; GO:000395; GO:000875; GO:004803; GO:004702; GO:007040
XP_001927122.3	XP_001927122.3	XP_001927122.3 adipocyte plasma membrane-associated protein [Sus scrofa]	17	17	17	395940000	356930000	342750000	402260000	349490000	279500000	365760000	373630000	286990000	300450000	382340000	338020000	228270000	451320000	371140000	400730000	361920000	361900000	NA	NA	NA	APMAP	APMAP;NA;NA;NA;NA	biological_process;biosynthetic process	GO:000815; GO:000905	cell surface;integral component of membrane;endoplasmic reticulum	GO:000998; GO:001602; GO:000578	"NA"	"NA"	arylesterase activity;strictosidine synthase activity	GO:000406; GO:001684
XP_001927130.1	XP_001927130.1	XP_001927130.1 5-nucleotidase [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3292900	NA	NA	NA	NT5E	NT5E;NA;NA;NA;NA	NAD metabolic process;dephosphorylation;adenosine biosynthetic process;pyrimidine nucleoside catabolic process;AMP catabolic process;leukocyte cell-cell adhesion;negative regulation of inflammatory response;DNA metabolic process	GO:001967; GO:001631; GO:004608; GO:004613; GO:000619; GO:000715; GO:005072; GO:000625	extracellular exosome;anchored component of membrane;cytosol;plasma membrane;nucleoplasm;membrane;cell surface	GO:007006; GO:003122; GO:000582; GO:000588; GO:000565; GO:001602; GO:000998	 Nicotinate and nicotinamide metabolism; Purine metabolism; Pyrimidine metabolism; Metabolic pathways	hsa0076; hsa0023; hsa0024; hsa0110	5'-nucleotidase activity;metal ion binding;nucleotide binding	GO:000825; GO:004687; GO:000016
XP_005672818.2;XP_001927148.3;XP_020933733.1	XP_005672818.2;XP_001927148.3;XP_020933733.1	XP_005672818.2 acetyl-coenzyme A synthetase 2-like, mitochondrial isoform X3 [Sus scrofa];XP_001927148.3 acetyl-coenzyme A synthetase 2-like, mitochondrial isoform X2 [Sus scrofa];XP_020933733.1 acetyl-coenzyme A synthetase 2-like, mitochondrial isoform X1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	ACSS1	ACSS1;ACSS1;ACSS1;NA;NA	ethanol oxidation;propionate biosynthetic process;acetyl-CoA biosynthetic process;acetate biosynthetic process;acetyl-CoA biosynthetic process from acetate	GO:000606; GO:001954; GO:000608; GO:001941; GO:001942	mitochondrial matrix	GO:000575	 Carbon metabolism; Propanoate metabolism; Biosynthesis of antibiotics; Metabolic pathways; Glycolysis / Gluconeogenesis; Pyruvate metabolism	hsa0120; hsa0064; hsa0113; hsa0110; hsa0001; hsa0062	acetate-CoA ligase activity;AMP binding;protein binding;ATP binding	GO:000398; GO:001620; GO:000551; GO:000552
XP_001927240.2	XP_001927240.2	XP_001927240.2 keratin, type II cytoskeletal 79 [Sus scrofa]	10	3	2	15320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	KRT79	KRT79;NA;NA;NA;NA	cornification;keratinization	GO:007026; GO:003142	extracellular exosome;keratin filament;cytosol	GO:007006; GO:004509; GO:000582	"NA"	"NA"	enzyme binding;protein binding;structural molecule activity	GO:001989; GO:000551; GO:000519
XP_020944416.1;XP_020944415.1;XP_005663006.1;XP_001927263.3;NP_001302655.1	XP_020944416.1;XP_020944415.1;XP_005663006.1;XP_001927263.3;NP_001302655.1	XP_020944416.1 14-3-3 protein zeta/delta isoform X1 [Sus scrofa];XP_020944415.1 14-3-3 protein zeta/delta isoform X1 [Sus scrofa];XP_005663006.1 14-3-3 protein zeta/delta isoform X1 [Sus scrofa];XP_001927263.3 14-3-3 protein zeta/delta isoform X1 [Sus scro	19	19	17	3912000000	5114500000	5082400000	4127300000	3602000000	3859300000	5093900000	4858200000	4702800000	4898800000	4095200000	4304400000	3161900000	4390200000	4325500000	5058800000	4515700000	4139800000	NA	NA	NA	YWHAZ	YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ	signal transduction;membrane organization;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;establishment of Golgi localization;regulation of mRNA stability;regulation of synapse maturation;Golgi reassembly;cytokine-mediated signaling pathway;platelet activation;negative regulation of apoptotic process	GO:000716; GO:006102; GO:190074; GO:005168; GO:004348; GO:009012; GO:009016; GO:001922; GO:003016; GO:004306	vesicle;nucleus;extracellular space;mitochondrion;blood microparticle;glutamatergic synapse;nucleoplasm;cytosol;focal adhesion;extracellular exosome;melanosome	GO:003198; GO:000563; GO:000561; GO:000573; GO:007256; GO:009897; GO:000565; GO:000582; GO:000592; GO:007006; GO:004247	 Oocyte meiosis; Epstein-Barr virus infection; PI3K-Akt signaling pathway; Pathogenic Escherichia coli infection; Cell cycle; Viral carcinogenesis; Hippo signaling pathway	hsa0411; hsa0516; hsa0415; hsa0513; hsa0411; hsa0520; hsa0439	protein binding;ubiquitin protein ligase binding;ion channel binding;RNA binding;transcription factor binding;protein domain specific binding;cadherin binding;identical protein binding	GO:000551; GO:003162; GO:004432; GO:000372; GO:000813; GO:001990; GO:004529; GO:004280
XP_001927288.1	XP_001927288.1	XP_001927288.1 developmentally-regulated GTP-binding protein 1 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DRG1	DRG1;NA;NA;NA;NA	transcription, DNA-templated;cytoplasmic translation;multicellular organism development	GO:000635; GO:000218; GO:000727	membrane;polysome;cytoplasm;cytosol;nuclear body	GO:001602; GO:000584; GO:000573; GO:000582; GO:001660	"NA"	"NA"	transcription factor binding;GTP binding;identical protein binding;protein binding	GO:000813; GO:000552; GO:004280; GO:000551
XP_001927300.5	XP_001927300.5	XP_001927300.5 LOW QUALITY PROTEIN: A-kinase anchor protein 12 [Sus scrofa]	50	50	50	880960000	1685300000	979450000	1528800000	958140000	1314600000	1295000000	1691400000	922280000	1316400000	1149100000	1389300000	1036400000	1557400000	1375500000	1540800000	1221200000	1523200000	NA	NA	NA	AKAP12	AKAP12;NA;NA;NA;NA	modulation of synaptic transmission;regulation of protein kinase C signaling;G-protein coupled receptor signaling pathway;protein targeting;regulation of protein kinase A signaling;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	GO:005080; GO:009003; GO:000718; GO:000660; GO:001073; GO:000719	cytoplasm;cell cortex;plasma membrane;cytoskeleton;cytosol;Schaffer collateral - CA1 synapse;focal adhesion	GO:000573; GO:000593; GO:000588; GO:000585; GO:000582; GO:009868; GO:000592	"NA"	"NA"	protein kinase A binding;protein binding;adenylate cyclase binding	GO:005101; GO:000551; GO:000817
XP_001927308.2;XP_020931453.1	XP_001927308.2;XP_020931453.1	XP_001927308.2 coiled-coil domain-containing protein 93 isoform X2 [Sus scrofa];XP_020931453.1 coiled-coil domain-containing protein 93 isoform X1 [Sus scrofa]	4	4	4	0	13681000	9824500	12261000	0	0	0	0	0	0	0	0	0	9137000	0	0	0	0	NA	NA	NA	CCDC93	CCDC93;CCDC93;NA;NA;NA	Golgi to plasma membrane transport;protein transport	GO:000689; GO:001503	early endosome;intracellular membrane-bounded organelle	GO:000576; GO:004323	"NA"	"NA"	protein binding	GO:000551
XP_020944849.1;XP_003355080.1;XP_001927356.3	XP_020944849.1;XP_003355080.1;XP_001927356.3	XP_020944849.1 elongin-C [Sus scrofa];XP_003355080.1 elongin-C [Sus scrofa];XP_001927356.3 elongin-C [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	40113000	0	0	0	0	0	0	NA	NA	NA	ELOC	ELOC;ELOC;ELOC;NA;NA	positive regulation of transcription elongation from RNA polymerase II promoter;post-translational protein modification;transcription from RNA polymerase II promoter;viral process;regulation of transcription from RNA polymerase II promoter in response to hypoxia;regulation of transcription from RNA polymerase II promoter;ubiquitin-dependent protein catabolic process;protein ubiquitination	GO:003296; GO:004368; GO:000636; GO:001603; GO:006141; GO:000635; GO:000651; GO:001656	nucleoplasm;elongin complex;cytosol	GO:000565; GO:007044; GO:000582	 HIF-1 signaling pathway; Ubiquitin mediated proteolysis; Pathways in cancer; Renal cell carcinoma	hsa0406; hsa0412; hsa0520; hsa0521	ubiquitin-protein transferase activity;protein binding	GO:000484; GO:000551
XP_001927358.1	XP_001927358.1	XP_001927358.1 prefoldin subunit 2 [Sus scrofa]	3	3	3	0	28818000	27760000	16165000	0	0	26131000	26320000	0	0	22051000	29455000	0	0	23585000	0	0	23391000	NA	NA	NA	PFDN2	PFDN2;NA;NA;NA;NA	positive regulation of cytoskeleton organization;protein folding	GO:005149; GO:000645	prefoldin complex;nucleus;mitochondrion;cytosol	GO:001627; GO:000563; GO:000573; GO:000582	"NA"	"NA"	protein binding involved in protein folding;unfolded protein binding;protein binding	GO:004418; GO:005108; GO:000551
XP_001927373.4	XP_001927373.4	XP_001927373.4 isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial [Sus scrofa]	10	10	10	124880000	108550000	117340000	87914000	97874000	80461000	132910000	84199000	125110000	91347000	107470000	71629000	101200000	104300000	86093000	94938000	113210000	95969000	NA	NA	NA	IDH3A	IDH3A;NA;NA;NA;NA	carbohydrate metabolic process;tricarboxylic acid cycle	GO:000597; GO:000609	nucleus;mitochondrial matrix;mitochondrion	GO:000563; GO:000575; GO:000573	 Biosynthesis of antibiotics; Metabolic pathways; 2-Oxocarboxylic acid metabolism; Citrate cycle (TCA cycle); Carbon metabolism; Biosynthesis of amino acids	hsa0113; hsa0110; hsa0121; hsa0002; hsa0120; hsa0123	magnesium ion binding;isocitrate dehydrogenase (NAD+) activity;NAD binding	GO:000028; GO:000444; GO:005128
XP_001927404.1;XP_005673553.1	XP_001927404.1;XP_005673553.1	XP_001927404.1 peroxiredoxin-4 isoform X1 [Sus scrofa];XP_005673553.1 peroxiredoxin-4 isoform X2 [Sus scrofa]	10	8	8	312900000	286570000	305330000	355080000	313240000	282340000	270560000	313650000	319970000	295210000	314470000	239220000	338490000	361820000	270130000	295480000	321130000	274740000	NA	NA	NA	PRDX4	PRDX4;PRDX4;NA;NA;NA	I-kappaB phosphorylation;male gonad development;negative regulation of male germ cell proliferation;cell redox homeostasis;protein maturation by protein folding;hydrogen peroxide catabolic process;oxidation-reduction process;neutrophil degranulation;extracellular matrix organization;spermatogenesis;4-hydroxyproline metabolic process;response to oxidative stress;cellular oxidant detoxification	GO:000725; GO:000858; GO:200025; GO:004545; GO:002241; GO:004274; GO:005511; GO:004331; GO:003019; GO:000728; GO:001947; GO:000697; GO:009886	extracellular exosome;endoplasmic reticulum;smooth endoplasmic reticulum;ficolin-1-rich granule lumen;extracellular region;cytoplasm;nucleus;cytosol;secretory granule lumen	GO:007006; GO:000578; GO:000579; GO:190481; GO:000557; GO:000573; GO:000563; GO:000582; GO:003477	"NA"	"NA"	protein binding;protein homodimerization activity;thioredoxin peroxidase activity	GO:000551; GO:004280; GO:000837
XP_001927405.1	XP_001927405.1	XP_001927405.1 immunoglobulin-binding protein 1 [Sus scrofa]	2	2	2	0	19653000	18391000	0	13735000	0	17323000	16665000	0	18836000	0	0	0	0	0	0	0	16177000	NA	NA	NA	IGBP1	IGBP1;NA;NA;NA;NA	response to tumor necrosis factor;B cell activation;regulation of phosphoprotein phosphatase activity;response to interleukin-1;regulation of microtubule-based movement;negative regulation of stress-activated MAPK cascade;negative regulation of transcription from RNA polymerase II promoter;signal transduction;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:003461; GO:004211; GO:004366; GO:007055; GO:006063; GO:003287; GO:000012; GO:000716; GO:004315	cytosol;cytoplasm	GO:000582; GO:000573	"NA"	"NA"	protein phosphatase regulator activity;protein phosphatase 2A binding;protein binding	GO:001988; GO:005172; GO:000551
XP_001927475.1	XP_001927475.1	XP_001927475.1 ADP/ATP translocase 2 [Sus scrofa]	12	5	4	72674000	38098000	69676000	36410000	78490000	38463000	66569000	43695000	65761000	41912000	52003000	28211000	47626000	0	40263000	45059000	46502000	41112000	NA	NA	NA	SLC25A5	SLC25A5;NA;NA;NA;NA	positive regulation of cell proliferation;transmembrane transport;ATP transport;regulation of insulin secretion;cellular response to leukemia inhibitory factor;viral process;negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway;adenine transport;chromosome segregation	GO:000828; GO:005508; GO:001586; GO:005079; GO:199083; GO:001603; GO:190102; GO:001585; GO:000705	mitochondrial inner membrane;membrane;integral component of plasma membrane;nucleus;MMXD complex;mitochondrion;mitochondrial nucleoid;membrane raft	GO:000574; GO:001602; GO:000588; GO:000563; GO:007181; GO:000573; GO:004264; GO:004512	 Calcium signaling pathway; Huntington's disease; cGMP-PKG signaling pathway; HTLV-I infection	hsa0402; hsa0501; hsa0402; hsa0516	adenine transmembrane transporter activity;ATP:ADP antiporter activity;protein binding;RNA binding;ubiquitin protein ligase binding	GO:001520; GO:000547; GO:000551; GO:000372; GO:003162
XP_001927515.2	XP_001927515.2	XP_001927515.2 8-oxo-dGDP phosphatase NUDT18 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582200	NA	NA	NA	NUDT18	NUDT18;NA;NA;NA;NA	GDP catabolic process;dGDP catabolic process;nucleobase-containing small molecule catabolic process;dADP catabolic process	GO:004671; GO:004606; GO:003465; GO:004605	cytosol	GO:000582	"NA"	"NA"	protein binding;magnesium ion binding;8-oxo-dGDP phosphatase activity	GO:000551; GO:000028; GO:004471
XP_005663081.2;XP_001927531.2	XP_005663081.2;XP_001927531.2	XP_005663081.2 transmembrane protein 70, mitochondrial isoform X2 [Sus scrofa];XP_001927531.2 transmembrane protein 70, mitochondrial isoform X1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1735700	0	0	NA	NA	NA	TMEM70	TMEM70;TMEM70;NA;NA;NA	mitochondrial proton-transporting ATP synthase complex assembly	GO:003361	mitochondrion;integral component of mitochondrial membrane;nucleoplasm;mitochondrial inner membrane	GO:000573; GO:003259; GO:000565; GO:000574	"NA"	"NA"	molecular_function	GO:000367
XP_005671393.1;XP_001927564.2	XP_005671393.1;XP_001927564.2	XP_005671393.1 delta-1-pyrroline-5-carboxylate synthase isoform X2 [Sus scrofa];XP_001927564.2 delta-1-pyrroline-5-carboxylate synthase isoform X1 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	ALDH18A1	ALDH18A1;ALDH18A1;NA;NA;NA	oxidation-reduction process;proline biosynthetic process;ornithine biosynthetic process;citrulline biosynthetic process;glutamate metabolic process;cellular amino acid biosynthetic process;phosphorylation;L-proline biosynthetic process	GO:005511; GO:000656; GO:000659; GO:001924; GO:000653; GO:000865; GO:001631; GO:005512	cytosol;mitochondrion;mitochondrial inner membrane	GO:000582; GO:000573; GO:000574	 Metabolic pathways; Biosynthesis of amino acids; Arginine and proline metabolism	hsa0110; hsa0123; hsa0033	protein binding;delta1-pyrroline-5-carboxylate synthetase activity;RNA binding;glutamate 5-kinase activity;ATP binding;identical protein binding;glutamate-5-semialdehyde dehydrogenase activity	GO:000551; GO:001708; GO:000372; GO:000434; GO:000552; GO:004280; GO:000435
XP_001927580.3;XP_020948046.1	XP_001927580.3;XP_020948046.1	XP_001927580.3 CD109 antigen isoform X1 [Sus scrofa];XP_020948046.1 CD109 antigen isoform X2 [Sus scrofa]	10	10	10	0	17868000	18221000	23489000	16527000	22769000	0	27929000	20346000	22755000	16321000	27594000	47788000	23111000	22814000	27053000	21963000	21030000	NA	NA	NA	CD109	CD109;CD109;NA;NA;NA	negative regulation of protein phosphorylation;negative regulation of endopeptidase activity;platelet degranulation;regulation of keratinocyte differentiation;osteoclast fusion;negative regulation of transforming growth factor beta receptor signaling pathway;hair follicle development;negative regulation of keratinocyte proliferation;negative regulation of wound healing	GO:000193; GO:001095; GO:000257; GO:004561; GO:007267; GO:003051; GO:000194; GO:001083; GO:006104	extracellular space;anchored component of membrane;plasma membrane;cell surface;platelet alpha granule membrane;extracellular region	GO:000561; GO:003122; GO:000588; GO:000998; GO:003109; GO:000557	"NA"	"NA"	transforming growth factor beta binding;serine-type endopeptidase inhibitor activity	GO:005043; GO:000486
XP_001927584.1;XP_013853037.1	XP_001927584.1;XP_013853037.1	XP_001927584.1 coatomer subunit zeta-1 isoform X2 [Sus scrofa];XP_013853037.1 coatomer subunit zeta-1 isoform X1 [Sus scrofa]	4	4	4	0	20035000	18445000	0	15723000	11147000	15720000	0	0	15856000	0	0	0	0	0	0	0	0	NA	NA	NA	COPZ1	COPZ1;COPZ1;NA;NA;NA	intra-Golgi vesicle-mediated transport;intracellular protein transport;retrograde vesicle-mediated transport, Golgi to ER;toxin transport	GO:000689; GO:000688; GO:000689; GO:190199	endoplasmic reticulum membrane;COPI vesicle coat;transport vesicle;Golgi membrane;cytosol	GO:000578; GO:003012; GO:003013; GO:000013; GO:000582	"NA"	"NA"	"NA"	"NA"
XP_001927665.3	XP_001927665.3	XP_001927665.3 coagulation factor XIII A chain [Sus scrofa]	15	15	15	61814000	197140000	109050000	286260000	87785000	185970000	74549000	176210000	117600000	221520000	94465000	173240000	158020000	237390000	139690000	256870000	114180000	277730000	NA	NA	NA	F13A1	F13A1;NA;NA;NA;NA	blood coagulation;cytokine-mediated signaling pathway;peptide cross-linking;platelet degranulation;blood coagulation, fibrin clot formation	GO:000759; GO:001922; GO:001814; GO:000257; GO:007237	platelet alpha granule lumen;blood microparticle;extracellular region	GO:003109; GO:007256; GO:000557	 Complement and coagulation cascades	hsa0461	protein-glutamine gamma-glutamyltransferase activity;metal ion binding	GO:000381; GO:004687
XP_020955499.1;XP_001928592.1;XP_013853268.2;XP_013852658.1;XP_020955498.1;XP_020955497.1;XP_013832958.1;XP_013832957.1;XP_003356618.1;XP_001927727.1;XP_005663563.1;XP_003355263.3	XP_020955499.1;XP_001928592.1;XP_013853268.2;XP_013852658.1;XP_020955498.1;XP_020955497.1;XP_013832958.1;XP_013832957.1;XP_003356618.1;XP_001927727.1;XP_005663563.1;XP_003355263.3	XP_020955499.1 histone H2A type 1-H [Sus scrofa];XP_001928592.1 histone H2A type 1-H [Sus scrofa];XP_013853268.2 histone H2A.J [Sus scrofa];XP_013852658.1 histone H2A type 2-C [Sus scrofa];XP_020955498.1 histone H2A type 1 [Sus scrofa];XP_020955497.1 histo	6	6	2	2977600000	3605200000	2656700000	4343000000	3698600000	4206600000	3418300000	3822900000	3237200000	4241100000	5447700000	8931000000	5592300000	4360000000	4029300000	4970100000	3653800000	3888900000	NA	NA	NA	LOC110261668	LOC110261668;LOC100625850;LOC106510170;LOC110261666;LOC110261665	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_001927782.1;XP_013854647.1;XP_005665310.1;XP_020951647.1;XP_020951646.1;XP_005665309.1;XP_013854646.1;XP_003127861.2;XP_005665308.1;XP_005665307.1;XP_005665306.1;XP_003482078.1;XP_005674625.2	XP_001927782.1	XP_001927782.1 polyadenylate-binding protein 1 [Sus scrofa]	14	14	14	74860000	77903000	73481000	84680000	62338000	74487000	75522000	77844000	57019000	78769000	77485000	92628000	82617000	68117000	69349000	68805000	66797000	68846000	NA	NA	NA	PABPC1	PABPC1;NA;NA;NA;NA	mRNA polyadenylation;positive regulation of nuclear-transcribed mRNA poly(A) tail shortening;negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;regulation of mRNA stability;mRNA stabilization;positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;translational initiation;gene silencing by RNA;positive regulation of translation;positive regulation of viral genome replication;mRNA splicing, via spliceosome	GO:000637; GO:006021; GO:200062; GO:004348; GO:004825; GO:190015; GO:000018; GO:000641; GO:003104; GO:004572; GO:004507; GO:000039	cytosol;cytoplasmic ribonucleoprotein granule;synapse;messenger ribonucleoprotein complex;nucleus;cytoplasm;focal adhesion;catalytic step 2 spliceosome;ribonucleoprotein complex;membrane;cytoplasmic stress granule;dendrite;extracellular exosome	GO:000582; GO:003646; GO:004520; GO:199012; GO:000563; GO:000573; GO:000592; GO:007101; GO:199090; GO:001602; GO:001049; GO:003042; GO:007006	 mRNA surveillance pathway; RNA transport	hsa0301; hsa0301	mRNA 3'-UTR binding;protein C-terminus binding;translation activator activity;RNA binding;protein binding;poly(A) binding;poly(U) RNA binding	GO:000373; GO:000802; GO:000849; GO:000372; GO:000551; GO:000814; GO:000826
XP_001927816.1;XP_005657393.1	XP_001927816.1;XP_005657393.1	XP_001927816.1 phosphatidylinositol transfer protein beta isoform isoform X2 [Sus scrofa];XP_005657393.1 phosphatidylinositol transfer protein beta isoform isoform X1 [Sus scrofa]	7	7	6	60678000	63610000	65186000	59732000	50578000	54662000	61991000	61988000	65311000	55964000	66484000	69978000	76560000	68257000	53000000	71952000	54479000	60284000	NA	NA	NA	PITPNB	PITPNB;PITPNB;NA;NA;NA	retrograde vesicle-mediated transport, Golgi to ER;phospholipid transport;nucleus organization;lipid metabolic process	GO:000689; GO:001591; GO:000699; GO:000662	cytoplasm;Golgi membrane;endoplasmic reticulum membrane	GO:000573; GO:000013; GO:000578	"NA"	"NA"	phosphatidylcholine transporter activity;phosphatidylcholine binding;phosphatidylinositol binding;phosphatidylinositol transporter activity	GO:000852; GO:003121; GO:003509; GO:000852
